模块,Base_Address,子模块,Address,Offset,index,Content,,Type,Length,R/W,Unit,default,note,Command,Request command(R),Request command(W),,,,,,,,,,,,,,,,,,,,,,,,,,
配置参数,0x1000,"Primary
safety
functions.
trig
level",0x1000,0x0000,0,电芯欠压保护电压,CUV_LIMIT,int16_t,,W,mV,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0004,1,电芯严重欠压保护电压,CUVC_LIMIT,int16_t,,W,mV,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0008,2,电芯过充保护电压,COV_LIMIT,int16_t,,W,mV,3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x000C,3,电芯充电过温保护温度,COTC_LIMIT,int16_t,,W,0.1℃,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0010,4,电芯充电低温保护温度,CUTC_LIMIT,int16_t,,W,0.1℃,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0014,5,电芯放电过温保护温度,COTD_LIMIT,int16_t,,W,0.1℃,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0018,6,电芯放电低温保护温度,CUTD_LIMIT,int16_t,,W,0.1℃,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Primary
safety
functions.
reaction
time",0x1100,0x0000,7,电芯欠压临界保护延迟,CUV_DELAY,uint16_t,,W,ms,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0004,8,电芯严重欠压保护延迟,CUVC_DELAY,uint16_t,,W,ms,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0008,9,电芯过充保护延迟,COV_DELAY,uint16_t,,W,ms,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x000C,10,电芯充电过温保护延迟,COTC_DELAY,uint16_t,,W,ms,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0010,11,电芯充电低温保护延迟,CUTC_DELAY,uint16_t,,W,ms,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0014,12,电芯放电过温保护延迟,COTD_DELAY,uint16_t,,W,ms,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0018,13,电芯放电低温保护延迟,CUTD_DELAY,uint16_t,,W,ms,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Secondary
safety
functions.
trig
level",0x1200,0x0000,14,充电过流一级保护电流,OCC_L1_LIMIT,int32_t,,W,mA,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0004,15,充电过流二级保护电流,OCC_L2_LIMIT,int32_t,,W,mA,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0008,16,放电过流一级保护电流,OCD_L1_LIMIT,int32_t,,W,mA,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x000C,17,放电过流二级保护电流,OCD_L2_LIMIT,int32_t,,W,mA,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0010,18,MOS过温保护温度,MOT_LIMIT,int16_t,,W,0.1℃,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0014,19,DC/DC充电过温保护温度,DCDC_OT_LIMIT,int16_t,,W,0.1℃,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0018,20,DC/DC充电电流差值保护,DCDC_CC_LIMIT,int16_t,,W,mA,2000,DCDC充电时，检测到电流与预设的恒流值偏差大于这个门限值，满足DCDC_CC告警条件,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Secondary
safety
functions.
reaction
time",0x1300,0x0000,21,充电过流一级保护延迟,OCC_L1_DELAY,uint16_t,,W,ms,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0004,22,充电过流二级保护延迟,OCC_L2_DELAY,uint16_t,,W,ms,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0008,23,放电过流一级保护延迟,OCD_L1_DELAY,uint16_t,,W,ms,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x000C,24,放电过流二级保护延迟,OCD_L2_DELAY,uint16_t,,W,ms,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0010,25,MOS过温保护延迟,MOT_DELAY,uint16_t,,W,ms,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0014,26,DC/DC充电过温保护延迟,DCDC_OT_DELAY,uint16_t,,W,ms,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0018,27,DC/DC充电电流差值保护延迟,DCDC_CC_DELAY,uint16_t,,W,ms,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Diagnostic
safety
functions.
trig
level",0x1400,0x0000,28,电池电芯电压偏差保护差值,BVP_LIMIT,int16_t,,W,mV,2000,当电池电压与电芯电压之和的偏差大于这个门限值，就会满足BVP告警的条件,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0004,29,电芯温差保护差值,CTD_LIMIT,int16_t,,W,0.1℃,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0008,30,电流测量偏差保护差值,CMC_LIMIT_VALUE,int16_t,,W,mA,200,两个电流测量值偏差大于200mA，且偏差大于10%，满足CMC告警条件,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x000C,31,电流测量偏差保护百分比,CMC_LIMIT_PERCENT,uint16_t,,W,%,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0010,32,意外电流保护电流,UCM_LIMIT,int16_t,,W,mA,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Diagnostic
safety
functions.
reaction
time",0x1500,0x0000,33,电池电芯电压偏差保护延迟,BVP_DELAY,uint16_t,,W,ms,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0004,34,电芯温差保护延迟,CTD_DELAY,uint16_t,,W,ms,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0008,35,电流测量偏差保护延迟,CMC_DELAY,uint16_t,,W,ms,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x000C,36,意外电流保护延迟,UCM_DELAY,uint16_t,,W,ms,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BMS
config",0x1600,0x0000,37,电芯数量,CELLS_NUM,uint8_t,,W,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0004,38,均衡开启压差,CB_LIMIT,int16_t,,W,mV,20,Cell Balance Limit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0008,39,均衡电芯数量,CB_NUM,uint8_t,,W,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x000C,40,均衡电流值,BC_LIMIT,int16_t,,W,mA,100,Balance Current Limit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0010,41,电芯容量,CELL_CAPACITY,uint16_t,,W,mAh,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0014,42,电芯可循环次数,CELL_CYCLE_TIMES,uint16_t,,W,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCV_TABLE,0x1700,0x0000,43,开路电压放电SOC对照表0,OCV_DCH_TABLE0,uint16_t,,W,mV,0x0AF0,"对应SOC: 0%,5%,,,,100%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0004,44,开路电压放电SOC对照表1,OCV_DCH_TABLE1,uint16_t,,W,mV,0x0C0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0008,45,开路电压放电SOC对照表2,OCV_DCH_TABLE2,uint16_t,,W,mV,0x0C38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x000C,46,开路电压放电SOC对照表3,OCV_DCH_TABLE3,uint16_t,,W,mV,0x0C4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0010,47,开路电压放电SOC对照表4,OCV_DCH_TABLE4,uint16_t,,W,mV,0x0C62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0014,48,开路电压放电SOC对照表5,OCV_DCH_TABLE5,uint16_t,,W,mV,0x0C72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0018,49,开路电压放电SOC对照表6,OCV_DCH_TABLE6,uint16_t,,W,mV,0x0C7E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x001C,50,开路电压放电SOC对照表7,OCV_DCH_TABLE7,uint16_t,,W,mV,0x0C87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0020,51,开路电压放电SOC对照表8,OCV_DCH_TABLE8,uint16_t,,W,mV,0x0C8E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0024,52,开路电压放电SOC对照表9,OCV_DCH_TABLE9,uint16_t,,W,mV,0x0C93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0028,53,开路电压放电SOC对照表10,OCV_DCH_TABLE10,uint16_t,,W,mV,0x0C99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x002C,54,开路电压放电SOC对照表11,OCV_DCH_TABLE11,uint16_t,,W,mV,0x0C9D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0030,55,开路电压放电SOC对照表12,OCV_DCH_TABLE12,uint16_t,,W,mV,0x0CA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0034,56,开路电压放电SOC对照表13,OCV_DCH_TABLE13,uint16_t,,W,mV,0x0CA9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0038,57,开路电压放电SOC对照表14,OCV_DCH_TABLE14,uint16_t,,W,mV,0x0CB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x003C,58,开路电压放电SOC对照表15,OCV_DCH_TABLE15,uint16_t,,W,mV,0x0CBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0040,59,开路电压放电SOC对照表16,OCV_DCH_TABLE16,uint16_t,,W,mV,0x0CCF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0044,60,开路电压放电SOC对照表17,OCV_DCH_TABLE17,uint16_t,,W,mV,0x0CD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0048,61,开路电压放电SOC对照表18,OCV_DCH_TABLE18,uint16_t,,W,mV,0x0CD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x004C,62,开路电压放电SOC对照表19,OCV_DCH_TABLE19,uint16_t,,W,mV,0x0CD8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0050,63,开路电压放电SOC对照表20,OCV_DCH_TABLE20,uint16_t,,W,mV,0x0D02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0054,64,开路电压充电SOC对照表0,OCV_CH_TABLE0,uint16_t,,W,mV,0x0AF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0058,65,开路电压充电SOC对照表1,OCV_CH_TABLE1,uint16_t,,W,mV,0x0C0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x005C,66,开路电压充电SOC对照表2,OCV_CH_TABLE2,uint16_t,,W,mV,0x0C38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0060,67,开路电压充电SOC对照表3,OCV_CH_TABLE3,uint16_t,,W,mV,0x0C4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0064,68,开路电压充电SOC对照表4,OCV_CH_TABLE4,uint16_t,,W,mV,0x0C62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0068,69,开路电压充电SOC对照表5,OCV_CH_TABLE5,uint16_t,,W,mV,0x0C72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x006C,70,开路电压充电SOC对照表6,OCV_CH_TABLE6,uint16_t,,W,mV,0x0C7E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0070,71,开路电压充电SOC对照表7,OCV_CH_TABLE7,uint16_t,,W,mV,0x0C87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0074,72,开路电压充电SOC对照表8,OCV_CH_TABLE8,uint16_t,,W,mV,0x0C8E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0078,73,开路电压充电SOC对照表9,OCV_CH_TABLE9,uint16_t,,W,mV,0x0C93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
